date,open,high,low,close,volume
2008-03-17,21.58577446156308,22.729821166771483,21.25767141436744,21.32242774963379,1988000
2008-03-18,21.52100521658094,22.44919369141344,20.614403822403688,21.41307640075684,8067600
2008-03-19,21.4130923268253,22.01749480371212,20.247461566473124,21.628950119018555,3007700
2008-03-20,21.67211963540372,21.67211963540372,21.097937197956377,21.21881866455078,3007700
2008-03-24,21.5037532631592,22.01749420166016,21.5037532631592,22.01749420166016,1437000
2008-03-25,22.19017830348443,22.341278076171875,21.84480457128912,22.341278076171875,1100800
2008-03-26,22.319684607427565,22.65210563472433,21.715282440185547,21.715282440185547,2023200
2008-03-27,21.995902587691585,22.46215441903557,21.585772579311907,21.87933921813965,8653300
2008-03-28,21.99590512010497,22.665063817731887,21.827536338100053,22.04339408874512,9961200
2008-03-31,22.621886325831685,23.61483135970896,21.58576876630372,21.836164474487305,19408900
2008-04-01,22.060655020417016,22.531224845396977,21.158369820110984,21.836164474487305,23322500
2008-04-02,22.08656694191737,22.47942801711181,21.65053497150493,22.108152389526367,12944700
2008-04-03,22.01748468946384,22.2333423824978,21.758456116568485,22.03907012939453,12439100
2008-04-04,22.22470834784052,22.22470834784052,21.931141747347933,22.17721939086914,6651000
2008-04-07,22.27650871018769,22.27650871018769,21.801622541300667,21.87501335144043,7099300
2008-04-08,21.762773706889813,22.02180229360477,21.676430295696964,21.844799041748047,8283300
2008-04-09,21.80162645694124,21.840480906600423,21.218811358916906,21.31810569763184,8916200
2008-04-10,21.36558955755992,21.546909181489468,20.93819071322688,21.007265090942383,14321900
2008-04-11,20.93388535785512,21.106570570052163,20.756882068406387,20.86481094360352,11400700
2008-04-14,20.85185392344253,20.87343936451786,20.476261978768285,20.72233963012696,11532500
2008-04-15,20.627365845624595,20.873443546282218,20.627365845624595,20.808687210083008,9603400
2008-04-16,20.899341244798705,21.41740002434301,20.87343772941928,21.35264205932617,14837600
2008-04-17,21.4648971475496,21.58577697159401,21.33538116822876,21.5210189819336,6660700
2008-04-18,21.79732236117741,21.99159307253221,21.318117759858183,21.568511962890625,9630700
2008-04-21,21.67211219561252,21.96999521205851,21.210176875232577,21.857749938964844,6528300
2008-04-22,21.844788679606413,21.974304558391232,21.55122220892302,21.61598014831543,5504900
2008-04-23,22.01748803945688,22.595986810681868,21.974317153026977,22.449203491210938,13532300
